"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Qawale","Standalone","For Sale","USD",25,"N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",55,"368465","705127","","2024-03-00","",""
"Task Team","Standalone","For Sale","USD",25,"N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",37,"393190","668967","","2024-05-29","",""
"Zoomino","Standalone","Demo","N/A","N/A","N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",37,"411936","698209","","2024-09-20","",""
"Nekojima","Standalone","For Sale","USD",37,"N/A","N/A","Unfriendly Games","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",99,"359029","603949","","2023-11-00","",""
"Monster Chase","Standalone","For Sale","USD",15,"N/A","N/A","Scorpion Masqué","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",38,"43578","702507","","2024-05-22","",""
"Flashback: Lucy","Standalone","For Sale","USD",25,"N/A","N/A","Scorpion Masqué","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",48,"408308","692729","","2024-03-27","",""
"Dead Cells: The Rogue-Lite Board Game","Standalone","Demo","N/A","N/A","N/A","N/A","Scorpion Masqué","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",146,"380135","649312","","2024-12-00","",""
"Festival","Standalone","Demo","N/A","N/A","N/A","N/A","Scorpion Masqué","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",43,"413948","701183","","2024-09-00","",""
"3 of a Kind","Standalone","For Sale","USD",20,"N/A","N/A","Weird City Games","2956","N/A","N/A",8,"416027","704576","WCG61","2024-09-01","Q3 2024",""
"Canopy: Evergreen","Standalone","Demo","N/A","N/A","N/A","N/A","Weird City Games","2956","N/A","N/A",74,"391886","666862","","2024-09-00","Q3 2024",""
"Fruitoplay","Standalone","For Sale","USD",22,"N/A","N/A","Barrel Aged Games","2809","N/A","N/A",27,"394325","696924","","2024-08-16","",""
"Plantopia: The Card Game","Standalone","For Sale","USD",27,"N/A","N/A","Barrel Aged Games","2809","N/A","N/A",40,"316857","714571","","2024-08-16","",""
"Pixies","Standalone","Demo","N/A","N/A","N/A","N/A","Bombyx","638","N/A","N/A",58,"411875","698125","","2024-03-01","",""
"We're Sinking!: Swords & Souls","Expansion","For Sale","USD",12,"N/A","N/A","Ludamus Games","3060","N/A","N/A",8,"382413","653197","","2024-07-00","",""
"Toppings","Standalone","Demo","N/A","N/A","N/A","N/A","Ludamus Games","3060","N/A","N/A",20,"331857","552183","","2025-00-00","",""
"Cascadero","Standalone","For Sale","USD",49,"N/A","N/A","Bitewing Games","2658 (Elf Creek Games)","N/A","N/A",131,"401216","680755","","2024-04-00","",""
"Spectral","Standalone","For Sale","USD",45,"N/A","N/A","Bitewing Games","2658 (Elf Creek Games)","N/A","N/A",66,"388476","661316","","2024-04-00","",""
"Cascadito","Standalone","For Sale","USD",20,"N/A","N/A","Bitewing Games","2658 (Elf Creek Games)","N/A","N/A",43,"401217","680756","","2024-04-00","",""
"Monumental Duel: Exploration","Standalone","Demo","N/A","N/A","N/A","N/A","Funforge","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",18,"420517","713021","MODUEL-EXUS","2024-08-00","",""
"Monumental Duel: Espionage","Standalone","Demo","N/A","N/A","N/A","N/A","Funforge","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",18,"420522","713028","MODUEL-ESUS01","2024-08-01","",""
"Caution Signs","Standalone","For Sale","USD",25,"N/A","N/A","Wacky Wizard Games","2655","N/A","N/A",35,"407805","691882","","2024-06-19","",""
"Sorcerer: Endbringer","Expansion","For Sale","USD",50,"N/A","N/A","Wise Wizard Games","2655","N/A","N/A",21,"313272","515266","","2024-10-04","",""
"Star Realms: Rise of Empire","Standalone","For Sale","USD",60,"N/A","N/A","Wise Wizard Games","2655","N/A","N/A",45,"360676","607367","","2023-11-24","Q4 2024",""
"Pack the Essentials","Standalone","Demo","N/A","N/A","N/A","N/A","Wacky Wizard Games","2655","N/A","N/A",23,"295134","482862","","2024-00-00","Q4 2024",""
"Pentris","Standalone","For Sale","USD",35,"N/A","N/A","Pendragon Game Studio","1738 / 1429-sales (Flat River Group)","N/A","N/A",10,"421779","715337","PG937","2024-09-00","",""
"Evenfall","Standalone","For Sale","USD",60,"N/A","N/A","Nanox Games","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",139,"396989","674680","MAT-EFL-001-293","2024-04-24","",""
"Tower Up","Standalone","Demo","N/A","N/A","N/A","N/A","Monolith Board Games","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",34,"393307","669171","","2024-10-04","",""
"Compile: Main 1","Standalone","For Sale","USD",20,"N/A","N/A","Greater Than Games, LLC","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",27,"406652","690157","COMP-MN01","2024-08-01","",""
"Defenders of the Realm: Legends Edition","Standalone","Demo","N/A","N/A","N/A","N/A","Greater Than Games, LLC","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",77,"391306","665813","","2025-08-00","",""
"Get Bit!","Standalone","For Sale","USD",20,"N/A","N/A","Greater Than Games, LLC","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",28,"30539","575586","GBIT-CORE","2024-03-15","",""
"Touch It","Standalone","For Sale","USD",10,"N/A","N/A","Wonderful World Board Games","1356","N/A","N/A",44,"360328","714316","","2024-00-00","Q3 2024",""
"Fashion Police","Standalone","For Sale","USD",23,"N/A","N/A","Wonderful World Board Games","1356","N/A","N/A",46,"422373","716492","","0000-00-00","Q4 2024",""
"Lone Wolves","Standalone","For Sale","USD",20,"N/A","N/A","Wonderful World Board Games","1356","N/A","N/A",71,"422374","716493","","0000-00-00","Q4 2024",""
"7th Sea: City of Five Sails – Tooth and Claw","Expansion","For Sale","USD",30,"N/A","N/A","Pine Box Entertainment","1929/2029 (Studio 2 Publishing)","N/A","N/A",13,"419923","711869","","0000-00-00","Q3 2024",""
"Sonic Roll","Standalone","For Sale","USD",45,"N/A","N/A","Kess Co.","2143","N/A","N/A",33,"406684","690219","","0000-00-00","Q1 2024",""
"One Piece: Luffy's Bento Panic","Standalone","For Sale","USD",25,"N/A","N/A","Kess Co.","2143","N/A","N/A",15,"420855","713624","","2024-09-01","",""
"Stellar Drift: Pull & Write","Standalone","For Sale","USD",30,"N/A","N/A","Mystic Tiger Games, LLC","632 (Indie Game Alliance)","N/A","N/A",19,"396914","674527","","2024-09-00","",""
"Unmatched: Slings and Arrows","Standalone","For Sale","USD",40,"N/A","N/A","Restoration Games","1731","N/A","N/A",46,"415945","704466","","2024-06-12","",""
"Crossbows & Catapults: Fortress War","Standalone","For Sale","USD",90,"N/A","N/A","Restoration Games","1731","N/A","N/A",29,"342075","570364","","2024-00-00","",""
"Crossbows & Catapults: Castle Battle","Standalone","For Sale","USD",30,"N/A","N/A","Restoration Games","1731","N/A","N/A",30,"390612","664805","REO9600","0000-00-00","",""
"Chickadoo","Standalone","For Sale","USD",15,"N/A","N/A","FoxMind","1909","N/A","N/A",7,"397834","708547","20040","2024-03-01","",""
"Slanguage","Standalone","Demo","N/A","N/A","N/A","N/A","FoxMind","1909","N/A","N/A",7,"419668","0",,,,""
"Natera: New Beginning","Standalone","Demo","N/A","N/A","N/A","N/A","Horizon Games","(see listing)","N/A","N/A",60,"379761","648715","","2024-00-00","",""
"Distilled: Cask Strength","Expansion","For Sale","USD",15,"N/A","N/A","Paverson Games","2151","N/A","N/A",83,"410381","695816","","2024-09-01","",""
"Luthier","Standalone","Demo","N/A","N/A","N/A","N/A","Paverson Games","2151","N/A","N/A",254,"371330","633272","","2024-00-00","Q2 2025",""
"River of Gold","Standalone","For Sale","USD",50,"N/A","N/A","Office Dog","809","N/A","N/A",116,"399941","678546","","2024-08-16","",""
"Word Traveler","Standalone","For Sale","USD",40,"N/A","N/A","Office Dog","809","N/A","N/A",38,"400508","679412","","2024-04-12","",""
"A.E.G.I.S. Combining Robots: Season 2","Standalone","Demo","N/A","N/A","N/A","N/A","Zephyr Workshop","2939","N/A","N/A",10,"330005","549024","","2024-08-01","",""
"Kelp: Shark vs Octopus","Standalone","Demo","N/A","N/A","N/A","N/A","Wonderbow Games","(see listing)","N/A","N/A",144,"374595","639076","","2024-11-00","",""
"Nebula","Standalone","Demo","N/A","N/A","N/A","N/A","Wonderbow Games","(see listing)","N/A","N/A",31,"374982","713594","","2024-10-00","",""
"DONUTS","Standalone","For Sale","USD",15,"N/A","N/A","Funforge","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",39,"341358","716178","","2024-00-00","",""
"I Heart Manatees","Standalone","For Sale","USD",20,"N/A","N/A","Buffalo Games","1807","N/A","N/A",71,"421373","714565","570","2024-08-01","",""
"Wrath of Fire Mountain","Standalone","For Sale","USD",25,"N/A","N/A","Gamewright","1807","N/A","N/A",91,"421208","714248","431","2024-08-01","",""
"Weirdwood Manor","Standalone","For Sale","USD",65,"N/A","N/A","Greyridge Games","1937","N/A","N/A",112,"359601","604977","GRG0103EN","2024-07-05","",""
"Shut Up, Cat!","Standalone","For Sale","USD",29,"N/A","N/A","Gravitic Games","2941 (Cardboard Dynamo)","N/A","N/A",9,"389011","662207","","2024-08-01","",""
"World Wonders: Mundo Wonders Pack","Expansion","For Sale","USD",25,"N/A","N/A","Arcane Wonders","629","N/A","N/A",275,"406746","700872","","2024-05-00","",""
"Aquatica: Coral Reefs","Expansion","For Sale","USD",40,"N/A","N/A","Arcane Wonders","629","N/A","N/A",157,"404036","697719","","2024-08-00","",""
"Super Kawaii Pets","Standalone","For Sale","USD",15,"N/A","N/A","Arcane Wonders","629","N/A","N/A",46,"346951","697717","","2024-06-00","",""
"Foundations of Metropolis","Standalone","For Sale","USD",50,"N/A","N/A","Arcane Wonders","629","N/A","N/A",256,"412865","699564","","2024-08-00","",""
"Vegetable Stock","Standalone","For Sale","USD",15,"N/A","N/A","Arcane Wonders","629","N/A","N/A",111,"328211","697718","","2024-10-00","",""
"City of Myrkesh","Standalone","For Sale","N/A","N/A","N/A","N/A","Dragon Egg Games","2860","N/A","N/A",1,"400625","679586","","2024-08-00","",""
"GrumbleStone","Standalone","Demo","N/A","N/A","N/A","N/A","Blue Fox Games","2860 (Dragon Egg Games)","N/A","N/A",1,"392197","667304","","2024-05-06","Q1 2025",""
"My Little Pony: Adventures in Equestria Deck-Building Game – Scholarly Shenanigans Expansion","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",9,"417227","706753","","2024-05-14","",""
"G.I. JOE Deck-Building Game: Silent Interlude Expansion","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",10,"402923","683845","","2024-05-14","",""
"Risk 2210 A.D.","Standalone","For Sale","USD",60,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",15,"1829","706756","","2024-05-16","",""
"G.I. JOE: Battle for the Arctic Circle","Standalone","For Sale","USD",60,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",13,"397841","675863","","2024-05-16","",""
"Transformers Deck-Building Game: Chaos Unleashed","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",11,"417215","706728","","2024-06-11","",""
"Vampire: The Masquerade – Rivals: Martial Law","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",4,"417216","706729","","2024-06-12","",""
"Robo Rally Transformers","Standalone","For Sale","USD",55,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",21,"397840","675862","","2024-06-13","",""
"Axis & Allies Anniversary Edition","Standalone","For Sale","USD",130,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",10,"35052","699228","","2024-06-13","",""
"Ezra and Nehemiah","Standalone","For Sale","USD",60,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",129,"386368","706731","","2024-06-20","",""
"Axis & Allies: North Africa","Standalone","For Sale","USD",90,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",14,"412267","698712","","2024-08-00","",""
"Doggerland","Standalone","For Sale","USD",80,"N/A","N/A","Super Meeple","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",81,"381117","680607","","2024-08-21","",""
"Kronologic: Paris 1920","Standalone","For Sale","USD",25,"N/A","N/A","Super Meeple","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",65,"402111","711398","","2024-08-07","",""
"Expeditions: Around the World","Standalone","For Sale","USD",35,"N/A","N/A","Super Meeple","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",50,"223","652255","","2024-05-08","",""
"Wild Gardens","Standalone","For Sale","USD",70,"N/A","N/A","Rose Gauntlet Entertainment","255","N/A","N/A",86,"371133","632921","RGB03001","2024-08-16","",""
"Turnip","Standalone","For Sale","USD",20,"N/A","N/A","Rose Gauntlet Entertainment","255","N/A","N/A",49,"421314","714460","","2024-09-20","",""
"Looot","Standalone","For Sale","USD",30,"N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",89,"410991","696692","","2024-08-14","",""
"Quoridor Pac-Man","Standalone","For Sale","USD",38,"N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",63,"411617","697754","","2024-07-00","",""
"Garden Getaway","Standalone","For Sale","USD",15,"N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",41,"406908","690591","","2024-07-00","",""
"Katamino Tower","Standalone","For Sale","USD",38,"N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",43,"379555","648394","","2023-00-00","",""
"Line-it","Standalone","For Sale","USD",15,"N/A","N/A","Gigamic","2435 / ICC 142 (Hachette Boardgames)","N/A","N/A",45,"382960","654311","","2024-04-24","",""
"Cyber Pet Quest","Standalone","For Sale","USD",30,"N/A","N/A","Dead Alive Games","2563","N/A","N/A",26,"389220","662538","DAG0301","2024-09-20","",""
"We're Sinking!","Standalone","For Sale","USD",55,"N/A","N/A","Ludamus Games","3060","N/A","N/A",25,"340910","568131","","2024-07-00","",""
"Sandbag","Standalone","For Sale","USD",15,"N/A","N/A","Bézier Games","3035","N/A","N/A",45,"412381","698840","BEZ SAND","2024-07-20","",""
"Xylotar","Standalone","For Sale","USD",15,"N/A","N/A","Bézier Games","3035","N/A","N/A",63,"414302","701730","BEZ XYLO","2024-07-00","",""
"Seers Catalog","Standalone","For Sale","USD",15,"N/A","N/A","Bézier Games","3035","N/A","N/A",130,"415981","704512","BEZ SEER","2024-08-01","",""
"Rebel Princess Deluxe Edition","Standalone","For Sale","USD",30,"N/A","N/A","Bézier Games","3035","N/A","N/A",237,"418556","709171","BEZ RPDX","2024-08-00","",""
"Colossal Cat in the Box","Standalone","For Sale","N/A","N/A","N/A","N/A","Bézier Games","3035","N/A","N/A",132,"396587","673969","","2024-08-00","",""
"French Quarter","Standalone","For Sale","USD",30,"N/A","N/A","25th Century Games","1233","N/A","N/A",108,"367442","624902","TFC43000","2024-02-07","",""
"Color Field","Standalone","For Sale","USD",30,"N/A","N/A","25th Century Games","1233","N/A","N/A",29,"280694","458092","TFC12000","2024-03-06","",""
"Donut Shop","Standalone","For Sale","USD",35,"N/A","N/A","25th Century Games","1233","N/A","N/A",74,"332170","552661","","2024-05-01","",""
"Scatter Brain","Standalone","For Sale","N/A","N/A","N/A","N/A","Blue Orange Games","1901","N/A","N/A",3,"424870","720884","","2024-00-00","",""
"Davy Jones' Locker: Curse of the Ghost Ships","Expansion","For Sale","USD",50,"N/A","N/A","PudKat Games","1357","N/A","N/A",13,"395143","671976","","2024-00-00","",""
"ZeroDay.exe","Standalone","Demo","N/A","N/A","N/A","N/A","PudKat Games","1357","N/A","N/A",6,"417745","707734","","0000-00-00","",""
"Flock Together","Standalone","For Sale","USD",84,"N/A","N/A","Sea Cow Games","7018 (Maker's Market)","N/A","N/A",60,"383360","655082","","2024-00-00","",""
"Killer Bunnies and the Journey to Jupiter","Standalone","Demo","N/A","N/A","N/A","N/A","Mr. B Games","2236","N/A","N/A",3,"33876","719546","","2024-09-00","",""
"Sled Runners of Pekari","Standalone","For Sale","USD",50,"N/A","N/A","Oaken Table Games","940","N/A","N/A",8,"424829","720784","OTG1010","2024-07-01","",""
"DANTE: Inferno","Standalone","Demo","N/A","N/A","N/A","N/A","Creative Games Studio LLC","562","N/A","N/A",14,"368309","626669","","2025-00-00","",""
"Nine Circles","Standalone","Demo","N/A","N/A","N/A","N/A","Creative Games Studio LLC","562","N/A","N/A",5,"424617","720452","","0000-00-00","2025",""
"Bomb Busters","Standalone","For Sale","USD",40,"N/A","N/A","Pegasus Spiele","2201","N/A","N/A",20,"413246","720772","","2024-10-00","",""
"The Cat Mitt Game","Standalone","Demo","N/A","N/A","N/A","N/A","McMiLLER","Hall D (see listings)","N/A","N/A",5,"424880","720903","CMG","2024-08-03","",""
"Sprocketforge","Standalone","Demo","N/A","N/A","N/A","N/A","Sophisticated Cerberus Games, LLC","2566","N/A","N/A",32,"415025","702889","","2025-00-00","Q1 2025",""
"Surf's Up!","Standalone","For Sale","USD",25,"N/A","N/A","Good Games Publishing","2833","N/A","N/A",34,"402635","683285","","2024-05-01","",""
"Star Tycoon","Standalone","For Sale","USD",40,"N/A","N/A","Good Games Publishing","2833","N/A","N/A",71,"364393","618594","STARTYC","2024-05-29","",""
"Curses & Covens","Standalone","For Sale","USD",20,"N/A","N/A","Good Games Publishing","2833","N/A","N/A",30,"370837","632276","","2024-09-00","",""
"Cytress","Standalone","Demo","N/A","N/A","N/A","N/A","Tress Games","2833 (Good Games Publishing)","N/A","N/A",18,"302099","494855","09024","2024-10-00","",""
"Pampero","Standalone","For Sale","N/A","N/A","N/A","N/A","APE Games","2455","N/A","N/A",160,"304510","524780","","2024-08-15","",""
"Chaos Cove","Standalone","Demo","N/A","N/A","N/A","N/A","APE Games","2455","N/A","N/A",38,"228657","357374","","2024-10-15","",""
"Ivion: The Falcon & The Snake","Standalone","For Sale","N/A","N/A","N/A","N/A","APE Games","2455","N/A","N/A",20,"390572","664735","","2024-09-15","",""
"Ivion: The Bear & The Badger","Standalone","For Sale","N/A","N/A","N/A","N/A","APE Games","2455","N/A","N/A",20,"400095","678785","IV003BB","2024-09-15","",""
"Ivion: The Noose & The Goose","Standalone","For Sale","N/A","N/A","N/A","N/A","APE Games","2455","N/A","N/A",19,"400096","678786","IV003NG","2024-09-15","",""
"Heroscape: Master Set – Age of Annihilation","Standalone","For Sale","USD",125,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",23,"368557","627220","","2024-08-00","",""
"Heroscape: The Grove at Laur's Edge","Expansion","For Sale","USD",50,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",14,"416119","704748","","2024-08-00","",""
"Heroscape: Age of Annihilation – Battle for the Wellspring","Standalone","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",14,"416118","704747","","2024-08-00","",""
"Nexus Ops","Standalone","For Sale","USD",65,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",31,"15363","706758","","2024-08-00","",""
"Power Rangers Deck-Building Game: It's Morphin' Time","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",5,"417217","706730","","2024-08-00","",""
"Robo Rally: 30th Anniversary","Standalone","For Sale","USD",120,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",23,"417203","706711","","2024-08-00","",""
"The Search for UAPs","Standalone","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",48,"414648","702244","","2024-08-01","",""
"Scoville: 2nd Edition","Standalone","For Sale","N/A","N/A","N/A","N/A","Trick or Treat Studios","1161","N/A","N/A",78,"418411","708876","TPQSCB01","2024-08-00","",""
"Unchained","Standalone","For Sale","N/A","N/A","N/A","N/A","Trick or Treat Studios","1161","N/A","N/A",10,"403547","685138","","2024-03-00","",""
"City of the Living","Standalone","For Sale","N/A","N/A","N/A","N/A","Trick or Treat Studios","1161","N/A","N/A",17,"145203","688540","TPQCLB01","2024-03-00","",""
"Fateforge: Chronicles of Kaan – Clash of the Immortals","Expansion","For Sale","USD",40,"N/A","N/A","Mighty Boards","2865","N/A","N/A",57,"370478","631572","","2024-08-01","",""
"Rebirth","Standalone","Demo","N/A","N/A","N/A","N/A","Mighty Boards","2865","N/A","N/A",274,"417197","706705","","2024-10-02","",""
"New Kingdom: Gardeners","Standalone","For Sale","USD",40,"N/A","N/A","New Kingdom Gaming","2860","N/A","N/A",13,"367732","625514","","2024-07-00","",""
"New Kingdom: Sowers","Standalone","For Sale","USD",25,"N/A","N/A","New Kingdom Gaming","2860","N/A","N/A",8,"402936","683868","","2024-07-00","",""
"Tribulation","Standalone","Demo","N/A","N/A","N/A","N/A","New Kingdom Gaming","2860","N/A","N/A",8,"399971","678604","","2025-06-00","",""
"Sheep in Disguise","Standalone","For Sale","USD",20,"N/A","N/A","(Self-Published)","(see listing)","N/A","N/A",17,"339592","565565","","2024-03-09","",""
"War of the Ring: The Card Game – Fire and Swords","Expansion","For Sale","USD",30,"N/A","N/A","Ares Games","541","N/A","N/A",61,"397827","675835","","2024-09-00","",""
"Stalingrad Roads: Battle on the Edge of the Abyss","Standalone","For Sale","USD",69,"N/A","N/A","Nuts! Publishing","541 (Ares Games)","N/A","N/A",4,"266474","433820","","2024-03-00","",""
"Port Arthur","Standalone","For Sale","USD",28,"N/A","N/A","Nuts! Publishing","541 (Ares Games)","N/A","N/A",12,"309142","595383","","2024-02-00","",""
"Italia 1917-1918: A Farewell to Arms","Standalone","Demo","N/A","N/A","N/A","N/A","Nuts! Publishing","541 (Ares Games)","N/A","N/A",5,"226192","353624","","2024-07-00","",""
"Monumental Duel: Trade","Standalone","Demo","N/A","N/A","N/A","N/A","Funforge","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",16,"420523","713029","MODUEL-TRUS01","2024-08-00","",""
"Power Vacuum","Standalone","Demo","N/A","N/A","N/A","N/A","Keen Bean Studio","2838 (Grand Gamers Guild)","N/A","N/A",119,"402106","682206","","2025-01-00","Q4 2024",""
"Almighty","Standalone","Demo","N/A","N/A","N/A","N/A","Keen Bean Studio","2838 (Grand Gamers Guild)","N/A","N/A",33,"382158","652748","","2026-00-00","",""
"Avant Carde","Standalone","For Sale","USD",20,"N/A","N/A","Resonym","1913","N/A","N/A",44,"390163","664043","","2024-03-20","",""
"Cloudship","Standalone","For Sale","USD",20,"N/A","N/A","AMIGO","1903","N/A","N/A",10,"406324","711449","","2024-06-00","",""
"Pagan: Fate of Roanoke","Standalone","For Sale","USD",45,"N/A","N/A","Capstone Games","1743","N/A","N/A",110,"319910","704406","","2024-00-00","Q3 2024",""
"Pirates of Maracaibo","Standalone","For Sale","USD",50,"N/A","N/A","Capstone Games","1743","N/A","N/A",235,"397385","702597","","2024-00-00","Q3 2024",""
"Tangram City","Standalone","For Sale","USD",30,"N/A","N/A","Capstone Games","1743","N/A","N/A",59,"391497","700202","","2024-04-00","",""
"Panda Royale","Standalone","For Sale","USD",40,"N/A","N/A","Last Night Games","2205","N/A","N/A",22,"398996","677287","","2024-03-00","",""
"Ascendancy","Standalone","Demo","N/A","N/A","N/A","N/A","One More Turn Games","2933","N/A","N/A",45,"258295","417303","","2024-07-00","Aug/Sep 2024",""
"Ancient Knowledge: Heritage","Expansion","For Sale","USD",17,"N/A","N/A","IELLO","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",107,"404354","686282","","2024-08-01","",""
"King of Tokyo: Origins","Standalone","For Sale","USD",30,"N/A","N/A","IELLO","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",60,"403240","684403","70183","2024-02-18","",""
"Guilty: Houston 2015","Standalone","For Sale","USD",20,"N/A","N/A","IELLO","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",31,"404349","686276","70008","2024-06-07","",""
"Clash of Magic Schools","Standalone","For Sale","USD",25,"N/A","N/A","IELLO","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",46,"401185","680711","70148","2024-06-07","",""
"Flip Circus","Standalone","For Sale","USD",12,"N/A","N/A","IELLO","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",30,"404351","686279","","2024-06-07","",""
"Galactic Renaissance","Standalone","For Sale","USD",85,"N/A","N/A","Matagot","2211","N/A","N/A",57,"365526","620869","","2024-03-00","Q3 2024",""
"Slay the Spire: The Board Game","Standalone","For Sale","USD",170,"N/A","N/A","Contention Games","2211 (Matagot)","N/A","N/A",244,"338960","564325","","2024-07-25","",""
"Manhattan Project: War Machine","Standalone","For Sale","USD",35,"N/A","N/A","Grail Games","2211 (Matagot)","N/A","N/A",43,"375573","641306","","2024-07-00","",""
"Expedition: Northwest Passage – HMS Terror Edition","Standalone","For Sale","USD",67,"N/A","N/A","Matagot","2211","N/A","N/A",41,"71074","676519","MAP-NWH-001-246","2024-06-00","",""
"Sherlock Solitaire","Standalone",,"USD",10,"N/A","N/A","Wise Wizard Games","2655","N/A","N/A",26,"411013","696727","","2024-00-00","Q2 2024",""
"Garden Heist","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",7,"413416","700413","","2024-06-00","",""
"That's Not a Hat: Pop Culture","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",24,"406663","690175","22589","2024-01-15","",""
"Disney Villainous: Sugar and Spite","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",16,"411003","696705","","2024-06-00","",""
"Star Wars Villainous: Revenge at Last","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",12,"417130","706611","","2024-07-21","",""
"Horrified: World of Monsters","Standalone","For Sale","USD",30,"N/A","N/A","Ravensburger","2001","N/A","N/A",47,"423434","718410","","2024-08-01","",""
"Chronicles of Light: Darkness Falls (Disney Edition)","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",39,"411369","697372","","2024-07-21","",""
"Disney Villainous: Introduction to Evil","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",6,"391561","696706","","2024-08-00","",""
"Minecraft Explorers","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",10,"413403","700377","21580","2024-06-00","",""
"Meadow: Adventure Book","Expansion","For Sale","USD",45,"N/A","N/A","Rebel Studio","1109 (Asmodee)","N/A","N/A",59,"397131","674877","","2024-00-00","Oct/Nov 2024",""
"Hey Hey Relay","Standalone","For Sale","USD",15,"N/A","N/A","Ultra PRO","701","N/A","N/A",7,"423451","718432","11234","2024-07-15","",""
"Super Boss Monster","Standalone","Demo","N/A","N/A","N/A","N/A","Brotherwise Games","339","N/A","N/A",27,"415524","703720","","0000-00-00","Q1 2025",""
"Flapjacks & Sasquatches Dice Game","Standalone","For Sale","USD",24,"N/A","N/A","Prolific Games (I)","2235","N/A","N/A",8,"400143","678868","PLF160","2024-05-20","",""
"Lumberjacks with Rocket Launchers","Standalone","For Sale","USD",13,"N/A","N/A","Prolific Games (I)","2235","N/A","N/A",7,"400144","678869","PLF350","2024-06-07","",""
"Squatch & Seek","Standalone","For Sale","USD",12,"N/A","N/A","Prolific Games (I)","2235","N/A","N/A",2,"400145","678870","PLF450","2024-06-00","",""
"Jewels for the Emperor Penguin","Standalone","For Sale","USD",40,"N/A","N/A","Left Justified Studio","2235","N/A","N/A",16,"408853","693708","","2024-08-05","",""
"Frozen Shinies: The Emperor Penguin's Nephew","Standalone","For Sale","USD",16,"N/A","N/A","Left Justified Studio","2235","N/A","N/A",10,"410662","696240","LJS720","2024-08-05","",""
