"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Rock ‘Em Sock ‘Em Robots Fight Cards","Standalone","For Sale","N/A","N/A","N/A","N/A","Mattel, Inc.","1035","N/A","N/A",4,"402339","682551","","2024-01-00","",""
"Bad Interviews by Funemployed","Standalone","For Sale","N/A","N/A","N/A","N/A","Mattel, Inc.","1035","N/A","N/A",4,"423152","717863","HXR37","2024-01-00","",""
"Ghost Fightin' Treasure Hunters: Anniversary Edition","Standalone","For Sale","N/A","N/A","N/A","N/A","Mattel, Inc.","1035","N/A","N/A",40,"422668","718062","","2024-07-00","",""
"Age of Comics: The Golden Years","Standalone","For Sale","N/A","N/A","N/A","N/A","Lirius Games","632 (Indie Game Alliance)","N/A","N/A",83,"349963","585468","","2023-06-00","",""
"Forges of Ravenshire","Standalone","For Sale","USD",70,"N/A","N/A","B.A. Games","2943","N/A","N/A",55,"367833","625673","","2024-08-00","",""
"Dumb Ways to Die Sudden Death","Standalone","For Sale","USD",5,"N/A","N/A","Spin Master Ltd.","2727","N/A","N/A",18,"423085","717749","","2024-08-14","",""
"Comic Hunters","Standalone","For Sale","USD",25,"N/A","N/A","Spin Master Ltd.","2727","N/A","N/A",292,"322616","718462","","2024-08-00","",""
"Nova Roma","Standalone","For Sale","USD",60,"N/A","N/A","25th Century Games","1233","N/A","N/A",105,"370789","632161","TFC46000","2024-04-00","",""
"Águeda: City of Umbrellas","Standalone","For Sale","USD",50,"N/A","N/A","25th Century Games","1233","N/A","N/A",92,"317515","576756","TFC36000","2024-06-12","",""
"Mutton Bustin","Standalone","For Sale","USD",25,"N/A","N/A","25th Century Games","1233","N/A","N/A",27,"387166","659194","","2024-06-26","",""
"Tasso Banana","Standalone","For Sale","USD",20,"N/A","N/A","25th Century Games","1233","N/A","N/A",29,"369256","698487","","2024-07-00","",""
"Mojo","Standalone","For Sale","USD",15,"N/A","N/A","25th Century Games","1233","N/A","N/A",35,"395846","699562","","2024-07-00","",""
"Hamster Roll","Standalone","For Sale","USD",50,"N/A","N/A","25th Century Games","1233","N/A","N/A",65,"903","697378","","2024-08-00","",""
"Circus Flohcati","Standalone","For Sale","USD",15,"N/A","N/A","25th Century Games","1233","N/A","N/A",92,"337","698488","","2024-08-00","",""
"Witchcraft!","Standalone","For Sale","USD",25,"N/A","N/A","25th Century Games","1233","N/A","N/A",252,"383499","698486","","2024-08-00","",""
"Jekyll & Hyde vs Scotland Yard","Standalone","For Sale","USD",25,"N/A","N/A","25th Century Games","1233","N/A","N/A",154,"377793","683663","","2024-08-00","",""
"Dracula vs Van Helsing","Standalone","For Sale","USD",30,"N/A","N/A","25th Century Games","1233","N/A","N/A",105,"381278","683664","","2024-09-00","",""
"Floresta","Standalone","Demo","N/A","N/A","N/A","N/A","Arcane Wonders","629","N/A","N/A",44,"401501","718499","","2024-10-00","",""
"Mistwind","Standalone","For Sale","USD",90,"N/A","N/A","First Fish Games","836","N/A","N/A",81,"366251","622507","","2024-09-01","Q3 2024",""
"Happy Home","Standalone","For Sale","USD",25,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",54,"419997","711983","","2024-06-01","",""
"FateFlip: Washed Ashore","Standalone","For Sale","USD",15,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",26,"401493","681205","","2024-06-01","",""
"Pusheen: The Stacking Game!","Standalone","For Sale","USD",16,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",20,"422690","717055","","2024-06-01","",""
"Tinderblox: Storm Edition","Standalone","For Sale","USD",21,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",35,"422436","716624","","2024-05-00","",""
"Ada's Dream","Standalone","Demo","N/A","N/A","N/A","N/A","Alley Cat Games","2052","N/A","N/A",102,"413469","700462","","2024-10-00","",""
"Landmarks","Standalone","For Sale","USD",25,"N/A","N/A","Floodgate Games","439","N/A","N/A",126,"421374","714567","FGGLM","2024-08-20","",""
"Décorum: Movin' Out","Expansion","For Sale","USD",20,"N/A","N/A","Floodgate Games","439","N/A","N/A",38,"411430","697503","","2024-04-00","",""
"Hedge Mage","Standalone","Demo","N/A","N/A","N/A","N/A","Floodgate Games","439","N/A","N/A",56,"420089","712185","FGG-HM","2025-00-00","Q1 2025",""
"Blank Slate: Challenge","Standalone","For Sale","USD",15,"N/A","N/A","The Op Games","135","N/A","N/A",26,"420090","712186","","2024-07-18","",""
"DaDaDa","Standalone","For Sale","USD",15,"N/A","N/A","The Op Games","135","N/A","N/A",35,"420091","712187","","2024-07-16","",""
"Flip 7","Standalone","For Sale","USD",14,"N/A","N/A","The Op Games","135","N/A","N/A",31,"420087","712179","","2024-08-25","",""
"Wonky","Standalone","For Sale","USD",20,"N/A","N/A","The Op Games","135","N/A","N/A",18,"179217","712190","","2024-08-00","",""
"Words of a Feather","Standalone","For Sale","N/A","N/A","N/A","N/A","Turn Sideways Games","2838 (Grand Gamers Guild)","N/A","N/A",97,"312619","513705","","2024-00-00","",""
"The Fog: Escape from Paradise","Standalone","For Sale","N/A","N/A","N/A","N/A","XOLLOX Games","2838 (Grand Gamers Guild)","N/A","N/A",139,"298086","487836","FGXXSTEG1","2024-06-00","",""
"Endangered: American Red Wolf Scenario","Expansion","For Sale","N/A","N/A","N/A","N/A","Grand Gamers Guild","2838","N/A","N/A",263,"400212","678982","GGDEG14","2024-07-10","",""
"Endangered Rescue! #1: Galápagos Penguins","Standalone","For Sale","N/A","N/A","N/A","N/A","Grand Gamers Guild","2838","N/A","N/A",250,"401158","680625","GGDER01","2024-07-10","",""
"Tír na nÓg","Standalone","For Sale","N/A","N/A","N/A","N/A","Grand Gamers Guild","2838","N/A","N/A",431,"343433","572843","","2024-07-24","",""
"La Familia Hort","Standalone","For Sale","N/A","N/A","N/A","N/A","Grand Gamers Guild","2838","N/A","N/A",213,"319736","650876","","2024-06-00","",""
"Frozen Frontier","Standalone","For Sale","USD",130,"N/A","N/A","Arcane Wonders","629","N/A","N/A",74,"302892","496338","","2024-08-00","",""
"Mezen","Standalone","For Sale","USD",40,"N/A","N/A","Arcane Wonders","629","N/A","N/A",55,"380183","697720","","2024-09-00","",""
"ito","Standalone","Demo","N/A","N/A","N/A","N/A","Arcane Wonders","629","N/A","N/A",84,"327778","713041","","2024-10-00","",""
"Buffet Boss","Standalone","Demo","N/A","N/A","N/A","N/A","Arcane Wonders","629","N/A","N/A",45,"371055","713048","","2024-12-00","",""
"Hold Your Ground","Standalone","For Sale","USD",25,"N/A","N/A","Buffalo Games","1807","N/A","N/A",16,"422331","716431","569","2024-08-01","",""
"A Midsummer Night's Fayre","Standalone","For Sale","USD",20,"N/A","N/A","Gamewright","1807","N/A","N/A",57,"422329","716429","126","2024-08-01","",""
"Ziggurat","Standalone","For Sale","N/A","N/A","N/A","N/A","MindWare","","N/A","N/A",73,"415197","703144","","2024-09-01","",""
"Lost in Adventure: The Labyrinth","Standalone","For Sale","N/A","N/A","N/A","N/A","DV Games","2109","N/A","N/A",22,"422178","716156","DVG9063","2024-00-00","",""
"Bonsai: Wabi Sabi","Expansion","Demo","N/A","N/A","N/A","N/A","DV Games","2109","N/A","N/A",71,"422336","716438","","2024-00-00","",""
"Until Proven Guilty: The Starry Sky Necklace","Standalone","For Sale","N/A","N/A","N/A","N/A","DV Games","2109","N/A","N/A",17,"422181","716160","DVG9060","2024-00-00","",""
"Chucky","Standalone","For Sale","N/A","N/A","N/A","N/A","Trick or Treat Studios","1161","N/A","N/A",20,"405696","688473","TPQCPB01","2024-03-00","",""
"Gold West","Standalone","For Sale","N/A","N/A","N/A","N/A","Trick or Treat Studios","1161","N/A","N/A",36,"154086","649807","","2024-03-00","",""
"LA-1","Standalone","Demo","N/A","N/A","N/A","N/A","Trick or Treat Studios","1161","N/A","N/A",18,"367897","625867","","2025-00-00","Q3 2025",""
"Aqua","Standalone","For Sale","N/A","N/A","N/A","N/A","Sunrise Tornado Game Studio","2563 (Dead Alive Games)","N/A","N/A",14,"405924","688899","","0000-00-00","Q3 2024",""
"Park Life: People","Standalone","For Sale","USD",25,"N/A","N/A","Charming Games Collective","2960","N/A","N/A",27,"414944","714085","UWU01003","2024-00-00","Q4 2024",""
"Park Life: Hedgehog","Standalone","For Sale","USD",25,"N/A","N/A","Charming Games Collective","2960","N/A","N/A",37,"421149","714088","","2025-00-00","Q4 2024",""
"Doom Cat","Standalone","Demo","N/A","N/A","N/A","N/A","Charming Games Collective","2960","N/A","N/A",12,"414946","702700","","2024-10-00","",""
"Dungeon Kart","Standalone","For Sale","USD",60,"N/A","N/A","Brotherwise Games","339","N/A","N/A",37,"398032","676096","","2024-07-10","",""
"Adulthood","Standalone","For Sale","USD",30,"N/A","N/A","Brotherwise Games","339","N/A","N/A",32,"416780","706008","","2024-00-00","Q3 2024",""
"Mistborn Deckbuilding Game","Standalone","Demo","N/A","N/A","N/A","N/A","Brotherwise Games","339","N/A","N/A",58,"422780","717189","","0000-00-00","Q4 2024",""
"Holiday Hijinks #9: The Marriage Mix-Up","Standalone","For Sale","N/A","N/A","N/A","N/A","Grand Gamers Guild","2838","N/A","N/A",214,"406129","689208","","2024-07-10","",""
"Mischief","Standalone","Demo","N/A","N/A","N/A","N/A","Dream Cult Game Studio","632 (Indie Game Alliance)","N/A","N/A",15,"396648","674053","","2025-00-00","",""
"Colt Express","Standalone","For Sale","USD",40,"N/A","N/A","Ludonaute","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",50,"158899","713698","COLT01","2024-10-00","",""
"Side Quest: Frostpunk","Standalone","For Sale","USD",16,"N/A","N/A","Board&Dice","2611","N/A","N/A",26,"420948","713768","","2024-08-01","",""
"Reef Project","Standalone","For Sale","USD",50,"N/A","N/A","Board&Dice","2611","N/A","N/A",138,"419199","710522","","2024-08-01","",""
"Lynx","Standalone","Demo","N/A","N/A","N/A","N/A","Play to Z","ICC : Hall D : Play to Z : HQ","N/A","N/A",19,"415376","703483","","2024-10-00","",""
"King's Coalition","Standalone","Demo","N/A","N/A","N/A","N/A","Play to Z","ICC : Hall D : Play to Z : HQ","N/A","N/A",6,"335652","558450","","2024-09-00","",""
"23 Knives","Standalone","Demo","N/A","N/A","N/A","N/A","Play to Z","ICC : Hall D : Play to Z : HQ","N/A","N/A",18,"396740","674180","","2025-03-15","",""
"Alpha Clash: Cosmic Conquest","Standalone","Demo","N/A","N/A","N/A","N/A","Rising Empire Studios","2857","N/A","N/A",5,"421203","714241","RESCC24","2024-00-00","Q4 2024",""
"Moon Bunny","Standalone","Demo","N/A","N/A","N/A","N/A","Hot Banana Games","2319","N/A","N/A",69,"377991","645462","","2025-00-00","Q4 2025",""
